tour;tour_len;related_starting_points
[0, 7, 14, 13, 6, 11, 12, 3, 1, 2, 8, 10, 4, 5, 9, 15];8530;1
[9, 8, 10, 4, 3, 1, 2, 15, 13, 14, 7, 0, 12, 11, 6, 5];8006;18
[5, 4, 14, 1, 2, 15, 11, 10, 8, 9, 0, 7, 3, 12, 13, 6];8736;1
[7, 10, 8, 2, 1, 3, 14, 4, 13, 12, 11, 6, 5, 9, 15, 0];9073;1
[2, 15, 11, 12, 13, 7, 0, 9, 8, 10, 4, 14, 5, 6, 3, 1];7863;13
[9, 8, 10, 4, 15, 2, 1, 3, 7, 0, 13, 14, 5, 6, 12, 11];7438;18
[11, 12, 13, 7, 0, 15, 10, 8, 2, 1, 3, 14, 4, 5, 6, 9];8813;1
[2, 1, 3, 7, 5, 6, 11, 15, 0, 12, 13, 14, 4, 10, 8, 9];7872;207
[1, 3, 7, 4, 10, 8, 9, 5, 14, 13, 12, 6, 11, 15, 0, 2];7523;2
[11, 12, 15, 0, 7, 13, 14, 5, 6, 2, 1, 3, 4, 10, 8, 9];8216;7
[10, 8, 9, 5, 6, 11, 13, 12, 15, 0, 2, 1, 3, 7, 14, 4];6974;403
[15, 9, 5, 14, 4, 10, 8, 2, 1, 3, 13, 6, 11, 12, 7, 0];8396;2
[0, 7, 13, 14, 3, 1, 2, 15, 12, 11, 6, 5, 4, 10, 8, 9];7847;13
[14, 7, 0, 13, 12, 11, 6, 5, 9, 15, 3, 1, 2, 8, 10, 4];8256;17
[9, 8, 10, 4, 5, 6, 13, 14, 3, 1, 2, 15, 11, 12, 7, 0];7863;9
[4, 14, 0, 7, 3, 1, 2, 15, 11, 6, 5, 13, 12, 9, 8, 10];7091;127
[2, 15, 11, 6, 5, 4, 10, 8, 9, 0, 7, 12, 13, 14, 3, 1];7817;38
[5, 6, 2, 1, 14, 4, 10, 8, 9, 11, 12, 3, 7, 0, 15, 13];8368;3
[3, 7, 0, 12, 13, 14, 5, 6, 2, 1, 15, 11, 9, 8, 10, 4];8369;1
[1, 14, 4, 5, 6, 13, 12, 3, 7, 0, 9, 8, 10, 11, 15, 2];8736;1
[12, 13, 5, 6, 9, 11, 15, 2, 1, 14, 4, 10, 8, 0, 7, 3];8584;1
[4, 10, 8, 9, 15, 2, 1, 3, 13, 5, 6, 11, 12, 0, 7, 14];7776;207
[10, 8, 9, 12, 13, 14, 5, 6, 11, 15, 2, 1, 3, 7, 0, 4];7374;40
[12, 11, 6, 5, 4, 10, 8, 9, 0, 7, 3, 1, 2, 15, 14, 13];7138;44
[14, 1, 2, 15, 12, 13, 5, 6, 11, 7, 3, 0, 9, 8, 10, 4];8185;8
[5, 8, 10, 4, 14, 7, 0, 13, 12, 11, 9, 15, 2, 1, 3, 6];8095;6
[7, 13, 14, 3, 1, 2, 8, 10, 4, 5, 6, 9, 11, 12, 15, 0];8259;13
[4, 10, 8, 9, 6, 11, 12, 15, 0, 2, 1, 3, 7, 13, 5, 14];7129;18
[6, 11, 12, 15, 0, 2, 1, 3, 7, 13, 14, 4, 10, 8, 9, 5];7003;145
[1, 2, 11, 6, 5, 9, 8, 10, 4, 14, 3, 7, 0, 13, 12, 15];7923;9
[9, 6, 5, 14, 13, 12, 11, 15, 1, 2, 8, 10, 4, 3, 7, 0];8629;1
[0, 7, 3, 1, 2, 15, 14, 4, 10, 8, 9, 5, 6, 11, 12, 13];6956;365
[12, 13, 14, 4, 10, 8, 7, 3, 1, 2, 0, 15, 11, 9, 6, 5];7611;3
[13, 12, 15, 2, 1, 3, 14, 5, 4, 10, 8, 9, 6, 11, 0, 7];7828;53
[0, 7, 14, 4, 10, 8, 9, 15, 2, 1, 3, 12, 13, 5, 6, 11];7775;71
[13, 5, 14, 3, 1, 2, 15, 4, 10, 8, 9, 6, 11, 0, 7, 12];8213;1
[11, 15, 1, 2, 8, 10, 4, 3, 7, 0, 12, 13, 14, 5, 6, 9];8616;2
[1, 3, 7, 0, 8, 10, 4, 14, 13, 5, 6, 9, 11, 12, 15, 2];7469;15
[7, 3, 0, 15, 9, 8, 10, 4, 14, 1, 2, 12, 13, 5, 6, 11];8218;2
[11, 3, 1, 2, 8, 10, 4, 5, 6, 9, 15, 0, 7, 14, 13, 12];8269;1
[5, 6, 11, 3, 1, 2, 15, 9, 8, 10, 4, 7, 0, 12, 13, 14];8072;11
[8, 10, 4, 3, 1, 2, 6, 5, 14, 7, 0, 15, 12, 13, 11, 9];8187;11
[7, 0, 15, 9, 5, 6, 11, 12, 13, 3, 1, 2, 8, 10, 4, 14];8192;35
[9, 11, 15, 2, 1, 3, 13, 12, 0, 7, 14, 6, 5, 4, 10, 8];7882;6
[6, 11, 15, 2, 1, 3, 7, 0, 4, 10, 8, 9, 5, 14, 13, 12];7454;5
[9, 6, 11, 13, 12, 15, 0, 7, 14, 5, 8, 10, 4, 3, 1, 2];8307;8
[7, 3, 1, 2, 15, 9, 6, 11, 12, 13, 14, 5, 8, 10, 4, 0];7550;15
[8, 10, 4, 7, 0, 12, 13, 14, 5, 6, 11, 3, 1, 2, 15, 9];8072;8
[8, 2, 1, 3, 14, 13, 12, 11, 7, 0, 15, 9, 6, 5, 4, 10];8196;11
[10, 8, 2, 1, 3, 13, 12, 11, 6, 5, 9, 15, 0, 7, 14, 4];8192;45
[0, 11, 6, 13, 12, 3, 1, 2, 15, 9, 8, 10, 4, 5, 14, 7];7991;5
[11, 9, 8, 10, 4, 14, 7, 0, 6, 5, 3, 1, 2, 15, 12, 13];8024;5
[5, 6, 14, 3, 1, 2, 15, 0, 7, 13, 12, 11, 9, 8, 10, 4];7179;116
[5, 4, 10, 8, 9, 6, 2, 1, 15, 11, 12, 13, 0, 7, 3, 14];8175;9
[1, 2, 15, 4, 10, 8, 9, 0, 7, 13, 12, 11, 6, 5, 14, 3];8119;1
[7, 0, 9, 8, 10, 11, 15, 2, 1, 3, 12, 13, 6, 5, 4, 14];8410;1
[12, 15, 1, 2, 8, 10, 4, 5, 14, 3, 7, 0, 13, 6, 9, 11];8611;1
[5, 14, 3, 1, 2, 15, 4, 10, 8, 9, 6, 11, 0, 7, 12, 13];8213;4
[4, 10, 8, 9, 2, 1, 3, 7, 0, 15, 11, 12, 13, 6, 5, 14];6913;222
[6, 11, 13, 12, 15, 0, 2, 1, 3, 7, 14, 5, 4, 10, 8, 9];7153;117
[14, 5, 4, 10, 8, 9, 2, 1, 3, 12, 13, 6, 11, 15, 0, 7];8015;8
[6, 9, 8, 10, 4, 3, 1, 2, 15, 0, 7, 14, 5, 13, 12, 11];7437;9
[11, 15, 0, 7, 12, 13, 14, 5, 6, 8, 10, 4, 3, 1, 2, 9];8274;2
[1, 3, 7, 11, 6, 5, 9, 8, 10, 4, 14, 13, 12, 15, 0, 2];7001;167
[2, 1, 3, 4, 10, 8, 5, 14, 7, 0, 15, 12, 13, 11, 6, 9];8307;1
[3, 5, 6, 11, 15, 0, 7, 12, 13, 14, 4, 10, 8, 9, 2, 1];7907;106
[11, 13, 12, 15, 2, 1, 3, 7, 0, 8, 10, 4, 14, 5, 6, 9];7368;48
[14, 3, 1, 2, 15, 0, 7, 13, 12, 11, 6, 5, 9, 8, 10, 4];6982;486
[12, 11, 6, 9, 8, 10, 4, 14, 5, 13, 0, 7, 3, 1, 2, 15];7037;72
[11, 15, 0, 7, 12, 13, 14, 3, 1, 2, 6, 5, 4, 10, 8, 9];7982;11
[10, 8, 9, 5, 6, 11, 12, 15, 0, 2, 1, 3, 7, 13, 14, 4];7003;147
[4, 1, 2, 15, 12, 13, 14, 3, 7, 0, 11, 6, 5, 9, 8, 10];8329;1
[7, 14, 4, 10, 8, 9, 6, 5, 13, 12, 11, 15, 0, 2, 1, 3];6941;349
[3, 4, 10, 8, 5, 14, 13, 12, 11, 6, 9, 15, 0, 7, 2, 1];7604;27
[13, 12, 7, 3, 1, 2, 0, 15, 11, 9, 8, 10, 4, 14, 5, 6];7028;194
[13, 14, 3, 1, 2, 7, 0, 15, 9, 8, 10, 4, 5, 6, 11, 12];7085;84
[2, 1, 3, 4, 10, 8, 9, 11, 12, 13, 14, 5, 6, 15, 0, 7];7427;46
[15, 0, 7, 14, 5, 4, 10, 8, 9, 6, 2, 1, 3, 13, 12, 11];8042;2
[0, 7, 3, 4, 10, 8, 9, 5, 14, 13, 15, 1, 2, 11, 6, 12];8502;1
[3, 7, 0, 11, 6, 5, 9, 8, 10, 4, 14, 13, 12, 15, 2, 1];6895;675
[5, 8, 10, 4, 7, 3, 1, 2, 9, 6, 11, 15, 0, 12, 13, 14];8350;3
[11, 13, 14, 4, 10, 8, 15, 2, 1, 3, 7, 0, 12, 5, 6, 9];7470;22
[8, 9, 15, 0, 11, 12, 13, 14, 5, 6, 2, 1, 3, 7, 4, 10];8189;3
[3, 1, 2, 0, 15, 11, 6, 5, 9, 8, 10, 4, 14, 13, 12, 7];6973;128
[1, 2, 15, 12, 13, 14, 5, 6, 11, 7, 0, 9, 8, 10, 4, 3];8049;15
[6, 11, 12, 2, 1, 3, 7, 0, 15, 9, 8, 10, 4, 14, 13, 5];7073;139
[7, 13, 12, 11, 6, 5, 9, 8, 10, 4, 14, 3, 1, 2, 15, 0];6982;448
[0, 7, 3, 1, 2, 15, 11, 12, 13, 6, 9, 8, 10, 4, 5, 14];7086;20
[6, 5, 14, 4, 10, 8, 9, 0, 7, 12, 11, 15, 2, 1, 3, 13];7794;9
[11, 6, 9, 15, 0, 7, 14, 5, 8, 10, 4, 3, 1, 2, 12, 13];8370;1
[5, 8, 10, 4, 3, 1, 2, 9, 6, 11, 15, 0, 7, 12, 13, 14];8306;10
[13, 15, 2, 1, 3, 12, 11, 0, 7, 4, 10, 8, 9, 6, 5, 14];8022;2
[11, 0, 7, 3, 1, 2, 15, 6, 5, 9, 8, 10, 4, 14, 13, 12];6972;617
[8, 9, 5, 6, 11, 0, 7, 14, 13, 12, 15, 2, 1, 3, 4, 10];7978;15
[8, 10, 4, 3, 1, 2, 15, 0, 7, 13, 14, 5, 6, 12, 11, 9];7441;45
[0, 2, 1, 3, 7, 12, 13, 5, 14, 4, 10, 8, 9, 6, 11, 15];7099;38
[15, 0, 12, 13, 14, 7, 3, 1, 2, 8, 10, 4, 5, 6, 9, 11];8249;2
[6, 5, 14, 4, 10, 8, 9, 11, 12, 15, 2, 1, 3, 7, 0, 13];6966;357
[5, 6, 2, 1, 3, 7, 9, 8, 10, 4, 14, 0, 15, 11, 12, 13];8016;3
[15, 13, 14, 4, 10, 8, 9, 5, 6, 11, 12, 0, 7, 3, 1, 2];6923;1086
[4, 14, 13, 12, 0, 15, 11, 9, 2, 1, 3, 7, 6, 5, 8, 10];8097;2
[12, 13, 0, 7, 3, 1, 2, 15, 8, 10, 4, 14, 5, 6, 9, 11];7298;153
[6, 11, 12, 15, 2, 1, 3, 7, 0, 9, 8, 10, 4, 14, 13, 5];7040;122
[13, 14, 5, 6, 11, 12, 15, 0, 7, 2, 1, 3, 4, 10, 8, 9];7460;25
[14, 13, 12, 15, 2, 1, 3, 5, 6, 11, 7, 0, 9, 8, 10, 4];7965;20
[6, 5, 14, 3, 7, 0, 13, 12, 11, 9, 8, 10, 4, 1, 2, 15];8431;5
[2, 1, 3, 7, 6, 5, 8, 10, 4, 14, 13, 12, 0, 15, 11, 9];8097;5
[7, 0, 15, 12, 11, 9, 8, 10, 4, 5, 6, 13, 14, 3, 1, 2];7192;71
[10, 5, 6, 13, 12, 15, 2, 1, 3, 4, 14, 7, 0, 11, 9, 8];8203;1
[5, 14, 13, 7, 0, 11, 9, 8, 10, 4, 3, 1, 2, 15, 12, 6];8108;7
[0, 7, 12, 13, 5, 14, 15, 2, 1, 3, 4, 10, 8, 9, 6, 11];8190;5
[8, 9, 12, 13, 14, 7, 3, 1, 2, 0, 15, 11, 6, 5, 4, 10];7215;44
[14, 4, 10, 8, 9, 6, 5, 13, 3, 1, 2, 15, 11, 12, 0, 7];7694;71
[14, 5, 6, 11, 15, 1, 2, 9, 8, 10, 4, 3, 7, 0, 12, 13];8174;13
[14, 5, 4, 10, 8, 9, 6, 2, 1, 3, 13, 12, 11, 15, 0, 7];8042;21
[9, 5, 4, 10, 8, 2, 1, 3, 14, 13, 6, 11, 12, 7, 0, 15];8465;1
[6, 11, 12, 3, 1, 2, 9, 8, 10, 4, 7, 0, 15, 13, 14, 5];8128;14
[2, 0, 15, 12, 11, 9, 8, 10, 4, 5, 6, 13, 14, 7, 3, 1];7183;20
[5, 6, 11, 7, 0, 9, 8, 10, 3, 1, 2, 15, 12, 13, 14, 4];8512;2
[11, 13, 12, 15, 0, 7, 3, 1, 2, 6, 5, 14, 4, 10, 8, 9];7104;103
[11, 2, 1, 3, 14, 4, 10, 8, 9, 15, 0, 7, 12, 13, 5, 6];7795;472
[2, 1, 15, 12, 13, 14, 3, 7, 0, 9, 8, 10, 4, 5, 6, 11];8105;2
[7, 3, 1, 2, 8, 10, 4, 14, 13, 12, 11, 6, 5, 9, 15, 0];7382;240
[12, 11, 6, 5, 14, 13, 15, 0, 7, 4, 10, 8, 9, 2, 1, 3];8128;13
[0, 15, 11, 12, 13, 5, 6, 9, 8, 10, 4, 14, 7, 3, 1, 2];6941;339
[15, 1, 2, 9, 8, 10, 4, 5, 14, 3, 7, 0, 11, 6, 13, 12];8153;13
[7, 12, 13, 14, 3, 1, 2, 15, 5, 4, 10, 8, 9, 6, 11, 0];8013;8
[2, 9, 8, 10, 4, 14, 0, 15, 12, 13, 5, 6, 11, 7, 3, 1];7809;64
[0, 15, 12, 11, 6, 9, 8, 10, 4, 14, 5, 13, 7, 3, 1, 2];7129;17
[7, 12, 6, 5, 3, 1, 2, 15, 13, 14, 4, 10, 8, 9, 11, 0];8042;4
[5, 4, 10, 8, 9, 15, 2, 1, 3, 14, 13, 12, 7, 0, 11, 6];7763;67
[9, 8, 10, 4, 15, 2, 1, 3, 14, 5, 6, 13, 12, 7, 0, 11];8142;9
[8, 9, 5, 6, 11, 15, 2, 1, 3, 13, 12, 0, 7, 14, 4, 10];7685;39
[14, 4, 10, 8, 9, 11, 13, 12, 15, 0, 7, 3, 1, 2, 6, 5];7104;109
[8, 9, 11, 0, 7, 14, 4, 3, 1, 2, 15, 12, 13, 6, 5, 10];8203;5
[14, 3, 7, 0, 9, 8, 10, 4, 1, 2, 15, 12, 13, 11, 6, 5];8373;3
[11, 12, 13, 5, 6, 9, 8, 10, 4, 14, 15, 2, 1, 3, 7, 0];6949;471
[4, 5, 6, 2, 1, 15, 11, 12, 13, 14, 3, 7, 0, 9, 8, 10];8178;5
[4, 14, 0, 7, 3, 1, 2, 15, 6, 5, 13, 12, 11, 9, 8, 10];7090;213
[4, 10, 8, 9, 0, 7, 3, 1, 2, 15, 14, 13, 12, 11, 6, 5];7138;34
[2, 15, 13, 14, 5, 6, 12, 7, 0, 11, 9, 8, 10, 4, 3, 1];8126;1
[12, 11, 0, 15, 9, 8, 10, 4, 14, 7, 3, 1, 2, 6, 5, 13];7908;7
[1, 3, 12, 13, 14, 5, 6, 8, 10, 4, 7, 0, 15, 11, 9, 2];8363;1
[8, 10, 4, 14, 13, 12, 7, 0, 15, 9, 5, 6, 11, 3, 1, 2];8248;44
[6, 11, 12, 13, 3, 1, 2, 8, 10, 4, 5, 14, 7, 0, 15, 9];8371;5
[10, 4, 5, 9, 11, 0, 7, 12, 13, 6, 14, 3, 1, 2, 15, 8];8491;1
[0, 9, 8, 10, 4, 5, 6, 2, 1, 15, 11, 12, 13, 14, 3, 7];8178;4
[10, 8, 9, 6, 11, 13, 12, 15, 0, 2, 1, 3, 7, 14, 5, 4];7153;108
[13, 14, 5, 8, 10, 4, 3, 1, 2, 12, 11, 6, 9, 15, 0, 7];8399;2
[6, 5, 12, 13, 14, 4, 10, 8, 9, 0, 7, 3, 1, 2, 15, 11];7063;335
[3, 7, 0, 8, 10, 4, 14, 13, 12, 5, 6, 9, 11, 15, 2, 1];7492;23
[14, 13, 9, 6, 5, 4, 10, 8, 2, 1, 15, 11, 12, 0, 7, 3];8522;2
[11, 12, 7, 3, 1, 2, 0, 15, 13, 14, 4, 10, 8, 9, 5, 6];7021;149
[4, 3, 1, 2, 6, 5, 14, 13, 12, 11, 7, 0, 15, 9, 8, 10];8153;12
[5, 14, 7, 0, 11, 9, 8, 10, 4, 3, 1, 2, 15, 12, 13, 6];8033;26
[11, 9, 8, 10, 4, 3, 1, 2, 15, 0, 7, 14, 5, 6, 13, 12];7366;83
[2, 15, 11, 12, 13, 0, 7, 3, 14, 5, 6, 9, 8, 10, 4, 1];8211;12
[3, 1, 2, 15, 12, 13, 11, 6, 5, 14, 4, 10, 8, 9, 0, 7];6939;373
[12, 11, 6, 13, 3, 1, 2, 8, 10, 4, 14, 5, 9, 15, 0, 7];8396;2
[15, 0, 7, 12, 13, 6, 14, 3, 1, 2, 8, 10, 4, 5, 9, 11];8518;1
[5, 14, 4, 10, 8, 2, 1, 3, 7, 0, 15, 9, 6, 11, 12, 13];7508;31
[5, 9, 15, 0, 7, 3, 1, 2, 8, 10, 4, 14, 13, 12, 11, 6];7382;224
[13, 7, 0, 11, 6, 5, 9, 8, 10, 4, 14, 3, 1, 2, 15, 12];7649;113
[5, 4, 10, 8, 2, 1, 3, 14, 13, 7, 0, 15, 12, 11, 9, 6];8259;12
[15, 4, 10, 8, 9, 11, 13, 14, 5, 6, 12, 0, 7, 3, 1, 2];7444;14
[6, 5, 14, 13, 12, 15, 2, 1, 4, 10, 8, 9, 0, 3, 7, 11];8467;1
[15, 2, 1, 3, 11, 6, 9, 8, 10, 4, 5, 14, 7, 0, 13, 12];7915;5
[6, 5, 8, 10, 4, 14, 3, 7, 0, 11, 9, 2, 1, 15, 12, 13];8181;2
[3, 4, 10, 8, 2, 1, 15, 12, 11, 9, 6, 5, 14, 13, 0, 7];8652;2
[2, 1, 3, 13, 5, 6, 12, 0, 7, 14, 4, 10, 8, 9, 11, 15];7887;106
[1, 3, 7, 6, 5, 8, 10, 4, 14, 13, 12, 0, 15, 11, 9, 2];8097;2
[15, 0, 2, 1, 3, 7, 14, 4, 10, 8, 9, 12, 13, 5, 6, 11];7162;53
[7, 0, 11, 6, 5, 9, 8, 10, 4, 3, 1, 2, 15, 12, 13, 14];7978;23
[3, 14, 4, 5, 6, 9, 11, 12, 13, 7, 0, 15, 10, 8, 2, 1];8813;1
[10, 8, 9, 15, 2, 1, 3, 14, 13, 12, 7, 0, 11, 6, 5, 4];7763;50
[14, 4, 10, 8, 9, 6, 11, 7, 3, 1, 2, 0, 15, 12, 13, 5];7127;28
[13, 5, 6, 9, 11, 15, 1, 2, 8, 10, 4, 14, 3, 7, 0, 12];8359;3
[9, 6, 5, 14, 4, 10, 8, 2, 1, 3, 7, 0, 15, 12, 13, 11];7351;190
[7, 12, 13, 14, 5, 6, 2, 1, 3, 4, 10, 8, 9, 11, 15, 0];8186;11
[12, 15, 2, 1, 4, 10, 8, 9, 6, 11, 0, 7, 3, 14, 5, 13];8455;1
[14, 4, 10, 8, 9, 15, 0, 2, 1, 3, 7, 11, 6, 5, 12, 13];7115;226
[8, 10, 4, 5, 14, 0, 7, 3, 1, 2, 15, 12, 13, 11, 6, 9];7082;169
[11, 9, 6, 5, 13, 14, 4, 10, 8, 7, 3, 1, 2, 0, 15, 12];7588;7
[9, 8, 10, 4, 1, 2, 6, 5, 14, 13, 12, 11, 7, 3, 0, 15];8571;2
[0, 7, 3, 1, 2, 15, 12, 13, 11, 9, 8, 10, 4, 14, 5, 6];7025;166
[15, 8, 10, 4, 3, 1, 2, 7, 14, 5, 6, 9, 11, 12, 13, 0];8508;2
[12, 2, 1, 3, 14, 13, 7, 0, 15, 9, 8, 10, 4, 5, 6, 11];7880;3
[3, 4, 10, 8, 5, 14, 7, 0, 15, 9, 6, 11, 13, 12, 2, 1];8370;1
[2, 1, 3, 14, 4, 10, 8, 9, 11, 15, 0, 7, 12, 13, 5, 6];7929;44
[12, 15, 2, 1, 4, 10, 8, 9, 0, 7, 3, 13, 14, 5, 6, 11];8458;2
[6, 11, 2, 1, 3, 14, 13, 12, 7, 0, 15, 9, 8, 10, 4, 5];7848;59
[14, 13, 12, 11, 9, 15, 0, 2, 1, 3, 7, 6, 5, 8, 10, 4];7366;13
[4, 14, 0, 15, 11, 12, 13, 5, 6, 9, 7, 3, 1, 2, 8, 10];8263;6
[11, 15, 2, 1, 3, 13, 5, 6, 9, 8, 10, 4, 14, 7, 0, 12];7694;79
[6, 11, 12, 13, 7, 0, 15, 9, 5, 4, 10, 8, 2, 1, 3, 14];8441;7
[6, 5, 13, 14, 4, 10, 8, 0, 7, 3, 1, 2, 15, 12, 11, 9];7469;12
[2, 0, 15, 11, 12, 13, 6, 5, 14, 4, 10, 8, 9, 7, 3, 1];7068;65
[0, 7, 3, 1, 2, 9, 8, 10, 4, 14, 13, 12, 5, 6, 11, 15];7033;532
[13, 14, 4, 10, 8, 15, 0, 2, 1, 3, 7, 12, 5, 6, 9, 11];7568;5
[6, 2, 1, 3, 7, 4, 10, 8, 9, 11, 15, 0, 12, 13, 14, 5];8230;1
[9, 11, 15, 0, 12, 13, 14, 5, 6, 2, 1, 3, 7, 4, 10, 8];8230;2
[1, 2, 15, 13, 14, 4, 10, 8, 9, 0, 7, 12, 5, 6, 11, 3];7977;18
[0, 15, 12, 13, 11, 6, 5, 9, 8, 10, 4, 14, 7, 3, 1, 2];6974;355
[1, 15, 12, 11, 9, 8, 10, 4, 14, 3, 7, 0, 13, 5, 6, 2];8148;4
[13, 5, 6, 15, 2, 1, 3, 7, 0, 14, 4, 10, 8, 9, 11, 12];7090;210
[7, 0, 9, 8, 10, 4, 3, 1, 2, 15, 12, 11, 6, 5, 14, 13];8051;15
[2, 0, 15, 8, 10, 4, 14, 13, 11, 9, 6, 5, 12, 7, 3, 1];7568;9
[7, 0, 15, 9, 8, 10, 4, 3, 1, 2, 12, 13, 11, 6, 5, 14];8055;21
[12, 0, 7, 3, 14, 5, 4, 10, 8, 9, 2, 1, 15, 11, 6, 13];8133;5
[12, 13, 14, 7, 3, 1, 2, 8, 10, 4, 5, 6, 9, 11, 15, 0];8249;2
[9, 8, 10, 4, 14, 13, 12, 15, 0, 2, 1, 3, 7, 11, 6, 5];7001;144
[15, 0, 7, 13, 14, 5, 6, 8, 10, 4, 3, 1, 2, 9, 11, 12];8304;2
[1, 2, 6, 5, 11, 7, 3, 0, 15, 9, 8, 10, 4, 14, 13, 12];8282;1
[4, 10, 8, 9, 15, 0, 11, 12, 13, 14, 5, 6, 2, 1, 3, 7];8189;2
[4, 10, 8, 9, 11, 12, 13, 14, 0, 7, 3, 1, 2, 15, 6, 5];7143;109
[3, 15, 9, 5, 6, 11, 12, 13, 0, 7, 14, 4, 10, 8, 2, 1];8256;12
[6, 9, 11, 15, 0, 7, 12, 13, 14, 3, 1, 2, 8, 10, 4, 5];8229;18
[14, 5, 4, 10, 8, 9, 15, 0, 7, 12, 13, 6, 11, 2, 1, 3];8011;8
[0, 15, 9, 8, 10, 4, 3, 1, 2, 7, 14, 5, 6, 11, 12, 13];8069;37
[3, 7, 6, 5, 8, 10, 4, 14, 13, 12, 0, 15, 11, 9, 2, 1];8097;6
[9, 15, 2, 1, 3, 14, 4, 10, 8, 5, 6, 13, 12, 7, 0, 11];7954;6
[12, 15, 0, 7, 13, 14, 5, 8, 10, 4, 3, 1, 2, 9, 6, 11];8336;3
[0, 7, 3, 1, 2, 15, 8, 10, 4, 5, 6, 9, 11, 12, 13, 14];7444;37
[1, 3, 14, 4, 10, 8, 9, 12, 13, 5, 6, 11, 15, 0, 7, 2];7171;92
[12, 13, 5, 6, 11, 7, 3, 0, 15, 9, 8, 10, 4, 14, 1, 2];8218;4
[14, 13, 12, 7, 0, 15, 11, 9, 2, 1, 3, 4, 10, 8, 6, 5];8274;5
[3, 14, 5, 6, 13, 12, 7, 0, 11, 9, 8, 10, 4, 15, 2, 1];8142;6
[14, 5, 13, 12, 7, 0, 11, 6, 9, 15, 3, 1, 2, 8, 10, 4];8407;1
[14, 13, 12, 15, 2, 1, 3, 7, 0, 11, 6, 5, 9, 8, 10, 4];6895;630
[10, 4, 5, 6, 9, 15, 0, 11, 12, 13, 14, 7, 3, 1, 2, 8];8208;4
[1, 2, 0, 15, 6, 5, 4, 10, 8, 9, 11, 12, 13, 14, 7, 3];7214;37
[3, 1, 2, 9, 11, 15, 0, 7, 12, 13, 6, 5, 8, 10, 4, 14];7978;5
[14, 13, 12, 7, 0, 15, 9, 8, 10, 4, 3, 1, 2, 11, 6, 5];8052;47
[10, 4, 5, 14, 7, 0, 13, 12, 15, 2, 1, 3, 11, 6, 9, 8];7915;4
[6, 5, 14, 13, 12, 3, 1, 2, 15, 8, 10, 4, 7, 0, 11, 9];8495;1
[2, 8, 10, 4, 3, 7, 0, 13, 14, 5, 6, 9, 11, 12, 15, 1];8652;2
[5, 6, 9, 8, 10, 4, 14, 7, 0, 13, 12, 11, 15, 2, 1, 3];7776;112
[13, 6, 5, 14, 4, 10, 8, 9, 11, 12, 7, 3, 1, 2, 0, 15];7076;63
[13, 11, 6, 9, 8, 10, 4, 5, 14, 7, 3, 1, 2, 0, 15, 12];7153;121
[1, 3, 7, 13, 12, 11, 9, 8, 10, 4, 14, 5, 6, 15, 0, 2];7089;40
[3, 7, 0, 14, 5, 4, 10, 8, 9, 6, 11, 13, 12, 15, 2, 1];7082;138
[14, 5, 4, 10, 8, 2, 1, 3, 15, 9, 6, 11, 12, 13, 0, 7];8435;5
[13, 0, 7, 3, 1, 2, 15, 8, 10, 4, 14, 5, 6, 9, 11, 12];7298;160
[5, 4, 10, 8, 9, 2, 1, 3, 7, 14, 13, 12, 0, 15, 11, 6];7807;8
[8, 10, 4, 14, 0, 7, 3, 1, 2, 15, 11, 12, 13, 5, 6, 9];6870;427
[10, 8, 9, 15, 0, 7, 3, 1, 2, 12, 13, 11, 6, 5, 14, 4];6972;265
[0, 7, 3, 1, 2, 15, 12, 13, 14, 4, 10, 8, 9, 5, 6, 11];6895;673
[3, 15, 9, 5, 6, 11, 0, 7, 12, 13, 14, 4, 10, 8, 2, 1];8281;4
[9, 15, 2, 1, 3, 6, 5, 8, 10, 4, 14, 13, 12, 7, 0, 11];8120;2
[6, 13, 12, 0, 7, 14, 5, 9, 8, 10, 4, 3, 1, 2, 15, 11];8121;12
[8, 5, 6, 13, 14, 7, 0, 12, 11, 9, 15, 2, 1, 3, 4, 10];8293;3
[3, 1, 2, 0, 15, 12, 13, 11, 6, 9, 8, 10, 4, 5, 14, 7];7153;111
[13, 14, 15, 0, 7, 3, 1, 2, 9, 8, 10, 4, 5, 6, 11, 12];7108;81
[8, 9, 13, 14, 15, 2, 1, 3, 7, 0, 12, 11, 6, 5, 4, 10];7235;12
[3, 1, 2, 12, 13, 11, 6, 5, 10, 8, 9, 15, 0, 7, 14, 4];8225;2
[10, 4, 14, 0, 7, 3, 1, 2, 15, 6, 5, 13, 12, 11, 9, 8];7090;198
[8, 10, 4, 5, 6, 2, 1, 3, 7, 14, 13, 12, 11, 0, 15, 9];7961;10
[13, 12, 15, 2, 1, 3, 5, 6, 0, 7, 14, 4, 10, 8, 9, 11];8024;5
[0, 2, 1, 3, 7, 12, 11, 9, 6, 5, 13, 14, 4, 10, 8, 15];7503;11
[9, 6, 5, 13, 14, 4, 10, 8, 2, 1, 3, 7, 0, 15, 12, 11];7452;79
[11, 9, 6, 13, 12, 15, 1, 2, 8, 10, 4, 5, 14, 3, 7, 0];8595;1
[3, 4, 10, 8, 2, 1, 15, 12, 13, 14, 5, 6, 9, 11, 0, 7];8636;1
[9, 2, 1, 3, 14, 4, 10, 8, 5, 6, 13, 7, 0, 15, 12, 11];8008;1
